RUTA	NOMBRE	EXTENSION	TAMANO_BYTES	FECHA_MODIFICACION	ESTADO_GIT	CLASIFICACION	CONTIENE_DATOS_PERSONALES_POTENCIAL	OBSERVACIONES
estudiantes_extranjeros_2026/resultados/auditorias/CONCILIACION_PRECARGA_VS_MATRICULA_2025.csv	CONCILIACION_PRECARGA_VS_MATRICULA_2025.csv	.csv	94724	2026-06-18T11:18:24.784304-04:00	TRACKED_OR_UNMODIFIED	precarga oficial o evidencia de precarga	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/NOMINA_GESTION_MANUAL.csv	NOMINA_GESTION_MANUAL.csv	.csv	35599	2026-06-18T08:47:39.828826-04:00	TRACKED_OR_UNMODIFIED	fuente normativa	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/COPIAS_ESCRITORIO_CORRECCIONES_V5.csv	COPIAS_ESCRITORIO_CORRECCIONES_V5.csv	.csv	2536	2026-06-25T12:16:10.152912-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/AUDITORIA_TRAZABLE_NACIONALIDAD_257.xlsx	AUDITORIA_TRAZABLE_NACIONALIDAD_257.xlsx	.xlsx	6914743	2026-06-23T14:14:49.386729-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/VALORES_UNICOS_63_COLUMNAS_BASE_CONGELADA.csv	VALORES_UNICOS_63_COLUMNAS_BASE_CONGELADA.csv	.csv	46800	2026-06-24T18:13:40.991846-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/AUDITORIA_5_ADVERTENCIAS_V6.csv	AUDITORIA_5_ADVERTENCIAS_V6.csv	.csv	1099	2026-06-25T14:12:13.664862-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/MANIFIESTO_ARCHIVOS_FASE2_FINAL.csv	MANIFIESTO_ARCHIVOS_FASE2_FINAL.csv	.csv	6644	2026-06-18T09:14:30.361608-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/REVISION_COMPLETA_BASE_EXTRANJEROS_62.xlsx	REVISION_COMPLETA_BASE_EXTRANJEROS_62.xlsx	.xlsx	85914	2026-06-24T18:13:41.333233-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/AUDITORIA_VIGENCIA_2025.csv	AUDITORIA_VIGENCIA_2025.csv	.csv	7437	2026-06-18T09:12:09.385928-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/VALIDACION_FASE_4_CRUCES.csv	VALIDACION_FASE_4_CRUCES.csv	.csv	47211	2026-06-18T11:55:40.941872-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/COBERTURA_GOBERNANZA_COLUMNAS_EXTRANJEROS_2025.csv	COBERTURA_GOBERNANZA_COLUMNAS_EXTRANJEROS_2025.csv	.csv	1240	2026-06-24T18:01:31.847068-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/RESOLUCION_12_PAIS_ESTUDIOS_SECUNDARIOS_V3.csv	RESOLUCION_12_PAIS_ESTUDIOS_SECUNDARIOS_V3.csv	.csv	2369	2026-06-24T19:57:20.868586-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/COPIAS_ESCRITORIO_CODIGOS_SIES_V6.csv	COPIAS_ESCRITORIO_CODIGOS_SIES_V6.csv	.csv	2402	2026-06-25T14:12:14.170736-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/COMPARACION_GOBERNANZA_V2_VS_V3.csv	COMPARACION_GOBERNANZA_V2_VS_V3.csv	.csv	1175	2026-06-24T19:57:20.973593-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/VALIDACION_CIERRE_PENDIENTES_BASE_62.csv	VALIDACION_CIERRE_PENDIENTES_BASE_62.csv	.csv	1208	2026-06-24T13:54:41.652593-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/COMPARACION_GOBERNANZA_V4_V5.csv	COMPARACION_GOBERNANZA_V4_V5.csv	.csv	831	2026-06-25T12:16:09.875066-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/CANDIDATOS_CODIGOS_SIES_V6.csv	CANDIDATOS_CODIGOS_SIES_V6.csv	.csv	37552	2026-06-25T14:12:13.467332-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/REVISION_VARIABLES_PRESENTES_BASE_CONGELADA_62.csv	REVISION_VARIABLES_PRESENTES_BASE_CONGELADA_62.csv	.csv	621	2026-06-24T18:09:22.734893-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/INSPECCION_BASE_EXTRANJEROS_CONGELADA.csv	INSPECCION_BASE_EXTRANJEROS_CONGELADA.csv	.csv	1509	2026-06-24T13:14:07.787962-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/VALIDACION_CONCILIACION_PRECARGA.csv	VALIDACION_CONCILIACION_PRECARGA.csv	.csv	56602	2026-06-18T11:18:24.795564-04:00	TRACKED_OR_UNMODIFIED	precarga oficial o evidencia de precarga	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/INVENTARIO_FUENTES_20_COLUMNAS_OFICIALES.csv	INVENTARIO_FUENTES_20_COLUMNAS_OFICIALES.csv	.csv	21481	2026-06-24T18:29:39.648378-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/REGISTROS_257_NO_INCLUIDOS_EN_BASE_62.csv	REGISTROS_257_NO_INCLUIDOS_EN_BASE_62.csv	.csv	70996	2026-06-24T13:34:16.238196-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/VALIDACION_CONCILIACION_62_VS_257.csv	VALIDACION_CONCILIACION_62_VS_257.csv	.csv	1014	2026-06-24T13:34:16.612696-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/MANIFIESTO_ARCHIVOS_DEPURACION_4_CRUCES.csv	MANIFIESTO_ARCHIVOS_DEPURACION_4_CRUCES.csv	.csv	4597	2026-06-18T11:55:40.960567-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/CONCILIACION_62_VS_PRECARGA_PES.csv	CONCILIACION_62_VS_PRECARGA_PES.csv	.csv	13774	2026-06-24T13:34:16.238918-04:00	TRACKED_OR_UNMODIFIED	precarga oficial o evidencia de precarga	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/COMPARACION_GOBERNANZA_V3_VS_V4.csv	COMPARACION_GOBERNANZA_V3_VS_V4.csv	.csv	1278	2026-06-25T11:51:40.811702-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/RESOLUCION_CASO_18_INGRESO_ORIGEN_V4.csv	RESOLUCION_CASO_18_INGRESO_ORIGEN_V4.csv	.csv	665	2026-06-25T11:51:40.672548-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/MANIFIESTO_ARCHIVOS_CONCILIACION_PRECARGA.csv	MANIFIESTO_ARCHIVOS_CONCILIACION_PRECARGA.csv	.csv	3547	2026-06-18T11:18:24.885789-04:00	TRACKED_OR_UNMODIFIED	precarga oficial o evidencia de precarga	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/MAPEO_COLUMNAS_PRECARGA_PES.csv	MAPEO_COLUMNAS_PRECARGA_PES.csv	.csv	2441	2026-06-18T11:18:24.776457-04:00	TRACKED_OR_UNMODIFIED	precarga oficial o evidencia de precarga	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/INVENTARIO_FINAL_FUENTES_PENDIENTES_V3.csv	INVENTARIO_FINAL_FUENTES_PENDIENTES_V3.csv	.csv	487041	2026-06-24T19:57:19.660669-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/PRUEBA_AUDITORIA_INCORPORACION_RESPUESTAS_SIN_RESPUESTAS.csv	PRUEBA_AUDITORIA_INCORPORACION_RESPUESTAS_SIN_RESPUESTAS.csv	.csv	33348	2026-06-18T09:12:18.540835-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/DIAGNOSTICO_DETALLADO_257_REGISTROS.xlsx	DIAGNOSTICO_DETALLADO_257_REGISTROS.xlsx	.xlsx	91200	2026-06-23T13:30:28.785052-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/UNIVERSO_DEPURADO_EXTRANJEROS_REGULARES_2025.csv	UNIVERSO_DEPURADO_EXTRANJEROS_REGULARES_2025.csv	.csv	158930	2026-06-18T11:55:40.798574-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/CRUCE_2_SOLO_PRECARGA.csv	CRUCE_2_SOLO_PRECARGA.csv	.csv	118577	2026-06-18T11:55:40.786376-04:00	TRACKED_OR_UNMODIFIED	precarga oficial o evidencia de precarga	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/PENDIENTES_EXACTOS_GOBERNANZA_V2.csv	PENDIENTES_EXACTOS_GOBERNANZA_V2.csv	.csv	44023	2026-06-24T19:56:34.725849-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/APLICACION_INGRESO_CARRERA_ORIGEN_V4.csv	APLICACION_INGRESO_CARRERA_ORIGEN_V4.csv	.csv	9208	2026-06-25T11:51:40.809116-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/NOMINA_SOLICITUD_DATOS_DOCENCIA.csv	NOMINA_SOLICITUD_DATOS_DOCENCIA.csv	.csv	6084	2026-06-18T09:12:09.386279-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/INSTRUCTIVO_LOCALIZACION.csv	INSTRUCTIVO_LOCALIZACION.csv	.csv	672	2026-06-18T08:47:39.829819-04:00	TRACKED_OR_UNMODIFIED	fuente normativa	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/RECONCILIACION_FUENTES_20_COLUMNAS_BASE_62.csv	RECONCILIACION_FUENTES_20_COLUMNAS_BASE_62.csv	.csv	169827	2026-06-24T18:29:34.983690-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/VALIDACION_UNIVERSO_CORREGIDO.csv	VALIDACION_UNIVERSO_CORREGIDO.csv	.csv	28482	2026-06-18T10:52:06.452797-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/METADATA_CONCILIACION_62_VS_257.csv	METADATA_CONCILIACION_62_VS_257.csv	.csv	2843	2026-06-24T13:34:16.232893-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/EVIDENCIAS_NUEVAS_PENDIENTES_V3.csv	EVIDENCIAS_NUEVAS_PENDIENTES_V3.csv	.csv	75326	2026-06-24T19:57:20.876158-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/GOBERNANZA_COLUMNAS_EXTRANJEROS_2025_V2.xlsx	GOBERNANZA_COLUMNAS_EXTRANJEROS_2025_V2.xlsx	.xlsx	462803	2026-06-24T18:29:40.790344-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/archivos_gestion/NOMINA_CONFIRMACION_MATRICULA_CARRERA_2025.xlsx	NOMINA_CONFIRMACION_MATRICULA_CARRERA_2025.xlsx	.xlsx	18995	2026-06-18T11:55:40.926728-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/archivos_gestion/PLANILLA_GESTION_DOCENCIA_EXTRANJEROS_2025_CONCILIADA.xlsx	PLANILLA_GESTION_DOCENCIA_EXTRANJEROS_2025_CONCILIADA.xlsx	.xlsx	58738	2026-06-18T11:18:24.882699-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/archivos_gestion/PLANILLA_GESTION_DOCENCIA_EXTRANJEROS_2025.xlsx	PLANILLA_GESTION_DOCENCIA_EXTRANJEROS_2025.xlsx	.xlsx	25235	2026-06-18T09:12:09.418746-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/archivos_gestion/PRUEBA_PLANILLA_GESTION_DOCENCIA_EXTRANJEROS_2025_SIN_RESPUESTAS.xlsx	PRUEBA_PLANILLA_GESTION_DOCENCIA_EXTRANJEROS_2025_SIN_RESPUESTAS.xlsx	.xlsx	25235	2026-06-18T09:12:09.418746-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/archivos_gestion/NOMINA_RESOLUCION_TECNICA_CODIGOS.xlsx	NOMINA_RESOLUCION_TECNICA_CODIGOS.xlsx	.xlsx	11792	2026-06-18T11:55:40.936976-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/archivos_gestion/PLANILLA_GESTION_DOCENCIA_EXTRANJEROS_2025_CORREGIDA.xlsx	PLANILLA_GESTION_DOCENCIA_EXTRANJEROS_2025_CORREGIDA.xlsx	.xlsx	29813	2026-06-18T10:52:06.537558-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/archivos_gestion/NOMINA_DATOS_PERSONALES_FALTANTES.xlsx	NOMINA_DATOS_PERSONALES_FALTANTES.xlsx	.xlsx	35465	2026-06-18T11:55:40.908071-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/config/ESQUEMA_OFICIAL_EXTRANJEROS_REGULARES_2025.tsv	ESQUEMA_OFICIAL_EXTRANJEROS_REGULARES_2025.tsv	.tsv	8615	2026-06-24T18:01:26.740458-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/config/DICCIONARIO_GOBERNANZA_EXTRANJEROS_2025.tsv	DICCIONARIO_GOBERNANZA_EXTRANJEROS_2025.tsv	.tsv	15015	2026-06-24T18:01:31.840869-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/docs/REGLAS_VALIDACION_INSTRUCTIVO 2.md	REGLAS_VALIDACION_INSTRUCTIVO 2.md	.md	3749	2026-06-18T08:47:39-04:00	TRACKED_OR_UNMODIFIED	fuente normativa	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/docs/DICCIONARIO_VARIABLES_OFICIALES.csv	DICCIONARIO_VARIABLES_OFICIALES.csv	.csv	14782	2026-06-18T08:47:39.781523-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/scripts/resolver_codigos_sies_v6 2.py	resolver_codigos_sies_v6 2.py	.py	30130	2026-06-25T14:09:43-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/scripts/generar_diagnostico_inicial 2.py	generar_diagnostico_inicial 2.py	.py	66555	2026-06-18T08:46:22-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/scripts/generar_base_maestra_fase2 2.py	generar_base_maestra_fase2 2.py	.py	55435	2026-06-18T09:11:06-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/scripts/corregir_universo_extranjeros_2025 2.py	corregir_universo_extranjeros_2025 2.py	.py	60976	2026-06-18T10:50:53-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/scripts/generar_auditoria_trazable_nacionalidad_257 2.py	generar_auditoria_trazable_nacionalidad_257 2.py	.py	83943	2026-06-23T14:11:40-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/scripts/aplicar_reglas_institucionales_extranjeros_v4 2.py	aplicar_reglas_institucionales_extranjeros_v4 2.py	.py	48681	2026-06-25T11:51:35-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/scripts/corregir_gobernanza_extranjeros_2025_v2 2.py	corregir_gobernanza_extranjeros_2025_v2 2.py	.py	73069	2026-06-24T18:29:21-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/data/governed/columnas_extranjeros_2025/06_NOMBRES.tsv	06_NOMBRES.tsv	.tsv	21369	2026-06-24T18:01:31.821431-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/data/governed/columnas_extranjeros_2025/13_CODIGO_UNICO.tsv	13_CODIGO_UNICO.tsv	.tsv	22480	2026-06-24T18:01:31.828372-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/data/governed/columnas_extranjeros_2025/08_FECHA_NACIMIENTO.tsv	08_FECHA_NACIMIENTO.tsv	.tsv	21437	2026-06-24T18:01:31.823410-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/data/governed/columnas_extranjeros_2025/02_NUM_DOCUMENTO.tsv	02_NUM_DOCUMENTO.tsv	.tsv	22823	2026-06-24T18:01:31.817464-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/data/governed/columnas_extranjeros_2025/17_SEM_INGRESO_CARRERA_ORIGEN.tsv	17_SEM_INGRESO_CARRERA_ORIGEN.tsv	.tsv	20517	2026-06-24T18:01:31.832098-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/data/governed/columnas_extranjeros_2025/07_SEXO.tsv	07_SEXO.tsv	.tsv	21339	2026-06-24T18:01:31.822393-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/data/governed/columnas_extranjeros_2025/15_SEM_INGRESO_CARRERA_ACTUAL.tsv	15_SEM_INGRESO_CARRERA_ACTUAL.tsv	.tsv	19824	2026-06-24T18:01:31.830390-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/data/governed/columnas_extranjeros_2025/03_DV.tsv	03_DV.tsv	.tsv	19077	2026-06-24T18:01:31.818363-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
